ISIN NUMBER,NAME OF COMPANY,EXCHANGEID,SYMBOL,SERIES
IN3120190191,NSE:705TN26,22119,705TN26,SG
IN3120190209,NSE:715TN27,22120,715TN27,SG
IN3120200057,NSE:595TN25,22121,595TN25,SG
IN3120200065,NSE:673TN30,22122,673TN30,SG
IN3120190217,NSE:717TN29,22123,717TN29,SG
IN3120190233,NSE:72TN31,22124,72TN31,SG
IN3120190225,NSE:719TN30,22125,719TN30,SG
IN3120190266,NSE:694TN50,22126,694TN50,SG
IN3120190274,NSE:725TN27,22127,725TN27,SG
IN3120200164,NSE:670TN50,22128,670TN50,SG
IN3120200156,NSE:66TN29,22129,66TN29,SG
IN3120190167,NSE:677TN24,22131,677TN24,SG
IN3120190175,NSE:694TN25,22132,694TN25,SG
IN3120200180,NSE:668TN55,22134,668TN55,SG
IN3120200222,NSE:633TN30,22135,633TN30,SG
IN3120200230,NSE:649TN50,22136,649TN50,SG
IN3220190067,NSE:75TR30,22137,75TR30,SG
IN3220190059,NSE:698TR30,22138,698TR30,SG
IN3220190034,NSE:721TR29,22139,721TR29,SG
IN3220190042,NSE:717TR30,22140,717TR30,SG
IN3420190149,NSE:731WB34,22141,731WB34,SG
IN3420190230,NSE:72WB30,22142,72WB30,SG
IN3420190214,NSE:705WB30,22143,705WB30,SG
IN3420190164,NSE:718WB35,22144,718WB35,SG
IN3420190206,NSE:695WB35,22145,695WB35,SG
IN3420190123,NSE:726WB34,22146,726WB34,SG
IN3420190172,NSE:723WB30,22147,723WB30,SG
IN3420190131,NSE:719WB29,22148,719WB29,SG
IN3420190222,NSE:698WB35,22149,698WB35,SG
IN3420190180,NSE:715WB35,22150,715WB35,SG
IN3420190198,NSE:71WB30,22151,71WB30,SG
IN3420190115,NSE:730WB29,22152,730WB29,SG
IN3420190156,NSE:729WB29,22153,729WB29,SG
IN3020200017,NSE:714SK30,22154,714SK30,SG
IN3020190036,NSE:728SK30,22155,728SK30,SG
IN3020190044,NSE:695SK30,22156,695SK30,SG
IN3520190072,NSE:711CG30,22157,711CG30,SG
IN3520190080,NSE:759CG30,22158,759CG30,SG
IN3520190064,NSE:708CG30,22159,708CG30,SG
IN3520190049,NSE:717CG30,22160,717CG30,SG
IN3520190031,NSE:718CG27,22161,718CG27,SG
IN3520190098,NSE:735CG30,22162,735CG30,SG
IN3520190056,NSE:718CG30,22163,718CG30,SG
IN3620190139,NSE:710UK30,22164,710UK30,SG
IN3620190147,NSE:745UK30,22165,745UK30,SG
IN3620190113,NSE:706UK30,22166,706UK30,SG
IN3620190063,NSE:717UK29,22167,717UK29,SG
IN3620190121,NSE:688UK30,22168,688UK30,SG
IN3620190089,NSE:711UK30,22169,711UK30,SG
IN3620190097,NSE:704UK30,22170,704UK30,SG
IN3620190071,NSE:729UK29,22171,729UK29,SG
IN3620190105,NSE:69UK30,22172,69UK30,SG
IN3420200062,NSE:654WB35,22173,654WB35,SG
IN3420200039,NSE:65WB30,22174,65WB30,SG
IN3420190248,NSE:799WB35,22175,799WB35,SG
IN3420200047,NSE:665WB30,22176,665WB30,SG
IN3420190255,NSE:735WB30,22177,735WB30,SG
IN3420200054,NSE:655WB30,22178,655WB30,SG
IN4920200057,NSE:658JK30,22179,658JK30,SG
IN4920200040,NSE:662JK30,22180,662JK30,SG
IN4920200024,NSE:815JK30,22181,815JK30,SG
IN4920200032,NSE:679JK30,22182,679JK30,SG
IN4520200119,NSE:664TS50,22183,664TS50,SG
IN4520200077,NSE:59TS25,22184,59TS25,SG
IN4520200085,NSE:624TS26,22187,624TS26,SG
IN4520200028,NSE:765TS30,22188,765TS30,SG
IN4520200010,NSE:750TS28,22189,750TS28,SG
IN4520200093,NSE:699TS28,22190,699TS28,SG
IN4520200044,NSE:698TS28,22191,698TS28,SG
IN4520200036,NSE:672TS26,22192,672TS26,SG
IN4520200069,NSE:617TS25,22194,617TS25,SG
IN4520200101,NSE:660TS30,22195,660TS30,SG
IN3720190021,NSE:726JH27,22196,726JH27,SG
IN3720190054,NSE:737JH31,22197,737JH31,SG
IN3720190039,NSE:705JH30,22198,705JH30,SG
IN3720190062,NSE:810JH32,22199,810JH32,SG
IN3720190047,NSE:699JH30,22200,699JH30,SG
IN3620200011,NSE:785UK30,22201,785UK30,SG
IN3620190154,NSE:735UK30,22202,735UK30,SG
IN4520190146,NSE:739TS59,22203,739TS59,SG
IN4520190187,NSE:799TS35,22204,799TS35,SG
IN4520190179,NSE:799TS30,22205,799TS30,SG
IN4520190153,NSE:731TS60,22206,731TS60,SG
IN4520190161,NSE:694TS60,22207,694TS60,SG
IN4520190211,NSE:735TS30,22208,735TS30,SG
IN4520190195,NSE:688TS25,22209,688TS25,SG
IN4520190203,NSE:725TS28,22210,725TS28,SG
IN4520190138,NSE:743TS54,22211,743TS54,SG
IN2820190105,NSE:717PN30,22212,717PN30,SG
IN3320190173,NSE:718UP30,22213,718UP30,SG
IN1520190183,NSE:717GJ30,22214,717GJ30,SG
IN1020190352,NSE:722AP31,22215,722AP31,SG
IN1320190169,NSE:717BR30,22216,717BR30,SG
IN1420190135,NSE:729GA29,22217,729GA29,SG
IN1920190114,NSE:714KA29,22218,714KA29,SG
IN3420200013,NSE:685WB30,22219,685WB30,SG
IN2820190121,NSE:717PN30A,22220,717PN30A,SG
IN3320190199,NSE:718UP30A,22221,718UP30A,SG
IN1520190191,NSE:717GJ30A,22222,717GJ30A,SG
IN1320190193,NSE:717BR30A,22223,717BR30A,SG
IN1420190143,NSE:729GA29A,22224,729GA29A,SG
IN1920190130,NSE:714KA29A,22225,714KA29A,SG
IN3420200021,NSE:685WB30A,22226,685WB30A,SG
INE320L01011,NSE:DHUNINV,22233,DHUNINV,EQ
INE028A08323,NSE:757BOB24,22234,757BOB24,N0
INF754K01LE1,NSE:EBBETF0431,22239,EBBETF0431,EQ
IN0020200146,NSE:SGBJUL28IV,22242,SGBJUL28IV,GB
INF754K01LD3,NSE:EBBETF0425,22243,EBBETF0425,EQ
INE07OG01012,NSE:NDRAUTO,22255,NDRAUTO,EQ
IN1420200090,NSE:65GA30,22261,65GA30,SG
IN3320200063,NSE:644UP30,22262,644UP30,SG
IN4520200127,NSE:649TS50,22263,649TS50,SG
IN1020200250,NSE:649AP33,22264,649AP33,SG
IN1920200103,NSE:64KA30,22265,64KA30,SG
IN1920200111,NSE:64KA31,22266,64KA31,SG
IN1720200030,NSE:636HP28,22267,636HP28,SG
IN3420200070,NSE:646WB30,22269,646WB30,SG
IN2920200267,NSE:62RJ27,22272,62RJ27,SG
INE196Y01018,NSE:WORTH,22277,WORTH,EQ
INE319Y01024,NSE:TIRUPATIFL,22284,TIRUPATIFL,BE
IN0020200153,NSE:577GS2030,22292,577GS2030,GS
IN2920200291,NSE:65RJ50,22293,65RJ50,SG
IN1020200268,NSE:655AP35,22294,655AP35,SG
IN1020200276,NSE:65AP38,22295,65AP38,SG
IN1520200107,NSE:64GJ30,22296,64GJ30,SG
IN2120200133,NSE:654MP35,22297,654MP35,SG
IN2820200094,NSE:642PN30,22298,642PN30,SG
IN1620200072,NSE:648HR40,22299,648HR40,SG
IN2920200283,NSE:549RJ25,22300,549RJ25,SG
IN2320200057,NSE:645MN30,22301,645MN30,SG
IN1920200129,NSE:632KA28,22302,632KA28,SG
IN4920200065,NSE:646JK30,22303,646JK30,SG
IN4520200135,NSE:652TS50,22304,652TS50,SG
INE0CCU25019,NSE:MINDSPACE,22308,MINDSPACE,RR
IN1020200292,NSE:660AP39,22332,660AP39,SG
IN1020200300,NSE:660AP40,22333,660AP40,SG
IN1920200137,NSE:648KA30,22335,648KA30,SG
IN1920200145,NSE:649KA31,22336,649KA31,SG
IN1520200115,NSE:644GJ29A,22337,644GJ29A,SG
IN2120200141,NSE:661MP35,22338,661MP35,SG
IN2920200317,NSE:646RJ30,22340,646RJ30,SG
IN3420200088,NSE:662WB35,22341,662WB35,SG
IN2220200124,NSE:644MH28,22342,644MH28,SG
IN2220200132,NSE:649MH31,22343,649MH31,SG
INF109KC17V7,NSE:ALPL30IETF,22344,ALPL30IETF,EQ
INE155Z01011,NSE:MACPOWER,22349,MACPOWER,BE
INE813V01022,NSE:MCL,22360,MCL,EQ
INF109KC16I6,NSE:ITIETF,22365,ITIETF,EQ
IN1920200152,NSE:65KA30,22368,65KA30,SG
IN1420200108,NSE:65GA30A,22369,65GA30A,SG
IN1920200160,NSE:664KA32,22370,664KA32,SG
IN4520200143,NSE:669TS50,22371,669TS50,SG
IN2920200325,NSE:65RJ30,22372,65RJ30,SG
IN1620200080,NSE:668HR39,22373,668HR39,SG
IN3120200255,NSE:65TN30,22374,65TN30,SG
IN3120200263,NSE:667TN50,22375,667TN50,SG
INE027H01010,NSE:MAXHEALTH,22377,MAXHEALTH,EQ
IN0020200161,NSE:SGBAUG28V,22385,SGBAUG28V,GB
IN2020200183,NSE:604KL25,22403,604KL25,SG
IN2920200333,NSE:589RJ25,22404,589RJ25,SG
IN1420200116,NSE:668GA30,22405,668GA30,SG
IN1520200123,NSE:665GJ30,22406,665GJ30,SG
IN1920200178,NSE:663KA30,22410,663KA30,SG
IN3420200096,NSE:668WB30,22411,668WB30,SG
IN2920200341,NSE:664RJ30,22412,664RJ30,SG
IN3120200289,NSE:666TN30,22413,666TN30,SG
IN3320200071,NSE:667UP30,22414,667UP30,SG
INE246R07715,NSE:807NIIF39,22416,807NIIF39,N1
INE597L01014,NSE:LOVABLE,22419,LOVABLE,BE
IN1920200186,NSE:677KA33,22421,677KA33,SG
IN1020200318,NSE:677AP40,22422,677AP40,SG
INE336X01012,NSE:TOTAL,22425,TOTAL,BE
INE0CG601016,NSE:MAXIND,22428,MAXIND,EQ
INF179KC1HY0,NSE:HDFCNIFBAN,22433,HDFCNIFBAN,EQ
IN0020200187,NSE:68GS2060,22438,68GS2060,GS
INF789F1AUV1,NSE:UTIBANKETF,22440,UTIBANKETF,EQ
IN1220200035,NSE:655AS30A,22447,655AS30A,SG
IN1520200131,NSE:645GJ30,22448,645GJ30,SG
IN2420200023,NSE:645ML30,22449,645ML30,SG
IN2920200358,NSE:646RJ30A,22450,646RJ30A,SG
IN3620200029,NSE:643UK30,22451,643UK30,SG
IN1920200194,NSE:64KA30A,22452,64KA30A,SG
IN1020200334,NSE:668AP35,22453,668AP35,SG
IN1920200202,NSE:661KA35,22454,661KA35,SG
IN1020200342,NSE:668AP39,22455,668AP39,SG
IN2820200102,NSE:67PN40,22456,67PN40,SG
IN4520200150,NSE:671TS50,22457,671TS50,SG
INE246R07707,NSE:810NIIF34,22461,810NIIF34,N0
INE0G5901015,NSE:EPACK,22463,EPACK,EQ
INE0RDH01021,NSE:LAWSIKHO,22468,LAWSIKHO,SM
INE0QEI01011,NSE:KONSTELEC,22472,KONSTELEC,SM
IN0020230168,NSE:SGBDE31III,22476,SGBDE31III,GB
INE02H701025,NSE:NOVAAGRI,22478,NOVAAGRI,BE
INE498L07020,NSE:813LTF29,22482,813LTF29,NP
INE535H07CD9,NSE:82972SMF25,22484,82972SMF25,N0
INE535H07CC1,NSE:83117SMF25,22486,83117SMF25,N1
INF789F1AZD8,NSE:NIFITETF,22488,NIFITETF,EQ
IN3120230401,NSE:76TN31,22492,76TN31,SG
IN1520230245,NSE:76GJ33,22493,76GJ33,SG
IN3520230126,NSE:765CG33,22494,765CG33,SG
IN2920230405,NSE:766RJ33A,22495,766RJ33A,SG
IN1420230220,NSE:765GA34,22496,765GA34,SG
IN2920230413,NSE:766RJ34,22497,766RJ34,SG
IN3020230048,NSE:77SK34,22498,77SK34,SG
IN3120230419,NSE:762TN34,22499,762TN34,SG
IN2220230196,NSE:763MH35,22500,763MH35,SG
IN1620230350,NSE:766HR36,22501,766HR36,SG
IN2220230204,NSE:763MH36,22502,763MH36,SG
IN2820230240,NSE:769PN36,22503,769PN36,SG
IN1320230189,NSE:769BR39,22504,769BR39,SG
IN2920230421,NSE:763RJ41,22505,763RJ41,SG
IN2020230214,NSE:767KL43,22506,767KL43,SG
IN3420230192,NSE:767WB43,22507,767WB43,SG
IN3420230200,NSE:767WB44,22508,767WB44,SG
IN3120230427,NSE:755TN54,22509,755TN54,SG
IN002023Z463,NSE:364D300125,22512,364D300125,TB
INE414G07JA0,NSE:885MFL29,22513,885MFL29,NJ
INE507T07120,NSE:806SDIL29,22515,806SDIL29,N0
INE0Q4701019,NSE:FONEBOX,22517,FONEBOX,SM
INF789F1AZE6,NSE:NIF5GETF,22521,NIF5GETF,EQ
INF789F1AZF3,NSE:NIF10GETF,22524,NIF10GETF,EQ
INE0SK801018,NSE:DELAPLEX,22527,DELAPLEX,SM
INE0OGG01015,NSE:DHTL,22537,DHTL,ST
INE121A07RQ3,NSE:875CIFC23B,22542,875CIFC23B,NJ
INE121A07RR1,NSE:CIFC26,22545,CIFC26,NK
INE121A07RT7,NSE:85CIFC27,22551,85CIFC27,NL
INE121A07RS9,NSE:CIF27,22553,CIF27,NM
INE121A07RV3,NSE:86CIFC29,22556,86CIFC29,NN
INE121A07RU5,NSE:CIF29,22558,CIF29,NO
INE531R01010,NSE:MEGATHERM,22563,MEGATHERM,ST
INE957N07773,NSE:860HFL29,22564,860HFL29,N1
INE0NLT01010,NSE:BLSE,22566,BLSE,EQ
INE0JFJ01011,NSE:BAWEJA,22571,BAWEJA,SM
INE535H07CE7,NSE:837SMFG29,22575,837SMFG29,N2
INF740KA1UF4,NSE:HEALTHADD,22592,HEALTHADD,EQ
INF179KC1HW4,NSE:HDFCPSUBK,22595,HDFCPSUBK,EQ
INE357L07465,NSE:855NCPL26,22600,855NCPL26,N0
INE560K01014,NSE:PFS,22602,PFS,EQ
IN1520230252,NSE:725GJ26,22603,725GJ26,SG
IN1020230752,NSE:739AP29,22604,739AP29,SG
IN1520230260,NSE:742GJ31,22608,742GJ31,SG
IN3520230134,NSE:751CG32,22609,751CG32,SG
IN3320230250,NSE:749UP34A,22610,749UP34A,SG
IN2920230439,NSE:751RJ34,22611,751RJ34,SG
IN1220230198,NSE:752AS34,22612,752AS34,SG
IN2220230212,NSE:748MH35,22613,748MH35,SG
IN4520230413,NSE:749TS35,22614,749TS35,SG
IN1020230760,NSE:749AP36,22615,749AP36,SG
IN1620230368,NSE:749HR36,22616,749HR36,SG
IN2220230220,NSE:749MH36,22617,749MH36,SG
IN1020230778,NSE:749AP39,22618,749AP39,SG
IN1320230197,NSE:752BR39,22619,752BR39,SG
IN2120230163,NSE:748MP40,22620,748MP40,SG
IN2520230094,NSE:752MZ40,22621,752MZ40,SG
IN1020230786,NSE:746AP41A,22622,746AP41A,SG
IN2120230171,NSE:748MP41,22623,748MP41,SG
IN1020230794,NSE:752AP43,22624,752AP43,SG
IN4520230421,NSE:746TS45,22625,746TS45,SG
IN4920230229,NSE:748JK54,22626,748JK54,SG
IN002023Z471,NSE:364D060225,22629,364D060225,TB
INE115A07QN4,NSE:769LIC34,22633,769LIC34,N0
INE831R07417,NSE:8ABHF34,22635,8ABHF34,N4
INE306N07NN9,NSE:799TCL34,22643,799TCL34,ND
INE0R7R01018,NSE:ITALIANE,22645,ITALIANE,SM
INE988S01028,NSE:PARKHOTELS,22649,PARKHOTELS,EQ
INE0L6807120,NSE:AAFS27A,22654,AAFS27A,N0
INE0KGZ01021,NSE:SIGNPOST,22656,SIGNPOST,EQ
INE514E08GB4,NSE:745EXIM28,22661,745EXIM28,N0
INE953L01027,NSE:JSFB,22663,JSFB,EQ
INE556F08KO7,NSE:768SIDB27,22668,768SIDB27,N2
INE0J1F01024,NSE:RPTECH,22670,RPTECH,EQ
INE646H01017,NSE:CAPITALSFB,22675,CAPITALSFB,EQ
INE0Q7Q23015,NSE:NDRINVIT,22680,NDRINVIT,IV
INE976I07CS1,NSE:799TCL29,22684,799TCL29,NE
INE516Y07493,NSE:PCHFMIBO25,22686,PCHFMIBO25,NB
INE0R4701017,NSE:ALPEXSOLAR,22691,ALPEXSOLAR,ST
IN3520230159,NSE:744CG30,22692,744CG30,SG
IN1520230278,NSE:743GJ31,22693,743GJ31,SG
IN3520230142,NSE:743CG29,22694,743CG29,SG
IN1220230206,NSE:745AS31,22695,745AS31,SG
IN3520230167,NSE:746CG31,22696,746CG31,SG
IN1520230286,NSE:742GJ33,22697,742GJ33,SG
IN3520230175,NSE:746CG33,22698,746CG33,SG
IN1620230376,NSE:747HR36,22699,747HR36,SG
IN1020230802,NSE:745AP38,22700,745AP38,SG
IN1020230810,NSE:744AP39,22701,744AP39,SG
IN1320230205,NSE:749BR39,22702,749BR39,SG
IN3420230218,NSE:748WB43,22703,748WB43,SG
IN1020230828,NSE:748AP44,22704,748AP44,SG
IN3420230226,NSE:748WB44,22705,748WB44,SG
IN4520230439,NSE:744TS46,22706,744TS46,SG
IN4920230237,NSE:746JK49,22707,746JK49,SG
IN002023Z489,NSE:364D130225,22710,364D130225,TB
INE517M01028,NSE:POLYSIL,22711,POLYSIL,SM
INE860H07IW8,NSE:816ABFL29,22715,816ABFL29,NC
INE010601016,NSE:ENTERO,22717,ENTERO,EQ
INF767K01RN1,NSE:LICNMID100,22722,LICNMID100,EQ
INE623Y01011,NSE:WTICAB,22725,WTICAB,SM
INE0QTF01015,NSE:VSTL,22731,VSTL,BE
INE053F08361,NSE:748IRFC34A,22735,748IRFC34A,NQ
INE357L07473,NSE:890NCPL28,22737,890NCPL28,N1
INF247L01AP3,NSE:MON100,22739,MON100,EQ
IN3820230024,NSE:735PY27,22741,735PY27,SG
IN3520230183,NSE:744CG29,22742,744CG29,SG
IN3520230191,NSE:747CG30A,22743,747CG30A,SG
IN3520230209,NSE:747CG31,22744,747CG31,SG
IN3520230217,NSE:748CG32,22745,748CG32,SG
IN1920230258,NSE:748KA33,22746,748KA33,SG
IN3120230435,NSE:744TN34,22747,744TN34,SG
IN2920230447,NSE:748RJ34,22748,748RJ34,SG
IN3320230268,NSE:748UP34,22749,748UP34,SG
IN2620230077,NSE:749NL34,22750,749NL34,SG
IN2220230238,NSE:746MH35,22751,746MH35,SG
IN2220230246,NSE:747MH36,22752,747MH36,SG
IN3820230032,NSE:747PY37,22753,747PY37,SG
IN1020230836,NSE:744AP39A,22754,744AP39A,SG
IN1320230213,NSE:747BR39,22755,747BR39,SG
IN2120230189,NSE:744MP40,22756,744MP40,SG
IN1920230266,NSE:745KA40,22757,745KA40,SG
IN2120230197,NSE:745MP44A,22758,745MP44A,SG
IN2120230205,NSE:745MP45,22759,745MP45,SG
IN4920230245,NSE:745JK54,22760,745JK54,SG
IN002023Z505,NSE:364D200225,22763,364D200225,TB
INE0RQZ01017,NSE:ESCONET,22767,ESCONET,ST
INE033L07IE2,NSE:810TCHFL27,22768,810TCHFL27,ND
INE0OPC01015,NSE:INM,22770,INM,SM
INE0QJL01014,NSE:TCL,22777,TCL,SM
INE02M801018,NSE:KTL,22781,KTL,SM
INE05DH01017,NSE:ATMASTCO,22788,ATMASTCO,ST
INE134E08MX3,NSE:760PFC29,22793,760PFC29,N0
INE134E08MY1,NSE:749PFC34,22795,749PFC34,N9
INE557F08FU2,NSE:783NHB27,22797,783NHB27,N9
INE586O01011,NSE:DEEM,22799,DEEM,SM
INE0QWN01013,NSE:ZENITHDRUG,22803,ZENITHDRUG,SM
INE091A07190,NSE:830NIRMA25,22807,830NIRMA25,N0
INE091A07216,NSE:840NIRMA26,22809,840NIRMA26,N6
INE091A07208,NSE:850NIRMA27,22811,850NIRMA27,N7
INE020B08EY5,NSE:747RL34,22813,747RL34,NL
INE020B08EX7,NSE:764RL27,22815,764RL27,NM
INE202E08169,NSE:759IREDA34,22820,759IREDA34,N0
INE477A07381,NSE:825CFHL27,22822,825CFHL27,N0
INE696F01016,NSE:JUNIPER,22824,JUNIPER,EQ
IN9439E01012,NSE:SKIPPERPP,22829,SKIPPERPP,E1
INF769K01LC3,NSE:SMALLCAP,22832,SMALLCAP,EQ
INE583D07414,NSE:1025UCL25,22835,1025UCL25,N8
INE583D07430,NSE:1075UCL25,22837,1075UCL25,N9
INE583D07448,NSE:1035UCL26,22839,1035UCL26,NA
INE583D07463,NSE:105UCL2026,22841,105UCL2026,NB
INE583D07455,NSE:11UCL26,22843,11UCL26,NC
INF209K01HR6,NSE:BSLIQPIIDP,22844,BSLIQPIIDP,MF
INE486R01017,NSE:GPTHEALTH,22846,GPTHEALTH,EQ
INF209K01HO3,NSE:BSLIQPIRDP,22850,BSLIQPIRDP,MF
INF209K01HN5,NSE:BSLIQPIRG,22853,BSLIQPIRG,MF
INE692Q07498,NSE:830TFSIL27,22854,830TFSIL27,N2
INE0L6807138,NSE:ALPHA27,22856,ALPHA27,N1
IN3520230225,NSE:745CG33,22864,745CG33,SG
IN2820230257,NSE:746PN33,22865,746PN33,SG
IN3120230443,NSE:742TN34,22866,742TN34,SG
IN2920230454,NSE:744RJ34,22867,744RJ34,SG
IN1920230274,NSE:744KA34,22868,744KA34,SG
IN2920230462,NSE:742RJ39,22869,742RJ39,SG
IN1320230221,NSE:743BR39,22870,743BR39,SG
IN3420230234,NSE:744WB41,22871,744WB41,SG
IN2120230213,NSE:742MP44,22872,742MP44,SG
IN2920230470,NSE:743RJ44,22873,743RJ44,SG
IN3420230242,NSE:744WB44,22874,744WB44,SG
IN3620230067,NSE:746UK34,22875,746UK34,SG
IN3320230276,NSE:746UP34,22876,746UP34,SG
IN2220230253,NSE:743MH35,22877,743MH35,SG
IN2220230261,NSE:743MH36,22878,743MH36,SG
IN1620230384,NSE:744HR36,22879,744HR36,SG
IN1920230282,NSE:742KA39,22880,742KA39,SG
IN2120230221,NSE:742MP45,22881,742MP45,SG
IN2120230239,NSE:742MP46,22882,742MP46,SG
IN002023Z513,NSE:364D270225,22885,364D270225,TB
IN0020230184,NSE:SGBFEB32IV,22886,SGBFEB32IV,GB
INE053F08379,NSE:744IRFC34,22887,744IRFC34,NR
INE813H07390,NSE:832TPL26,22889,832TPL26,N4
INE813H07382,NSE:832TPL27,22891,832TPL27,N5
INE813H07374,NSE:832TPL28,22893,832TPL28,N6
INE813H07366,NSE:832TPL29,22895,832TPL29,N7
INE0K5H01010,NSE:SADHAV,22897,SADHAV,SM
INF0R8F01042,NSE:GOLDCASE,22901,GOLDCASE,EQ
INE233A08121,NSE:836GIL26,22905,836GIL26,N0
INE233A08113,NSE:840GIL27,22907,840GIL27,N1
INE860H07IX6,NSE:ABFRESET27,22909,ABFRESET27,ND
INE0R8M01017,NSE:OWAIS,22911,OWAIS,SM
INE140A07799,NSE:935PEL26,22915,935PEL26,N4
INE121A07RW1,NSE:865CIFC865,22917,865CIFC865,NP
INE976I07CT9,NSE:8258TCL27,22919,8258TCL27,NF
INE660A07RR8,NSE:797SFL30,22921,797SFL30,N0
INE413U08119,NSE:1048IIFL27,22923,1048IIFL27,N6
INE831R07425,NSE:820ABHF27,22925,820ABHF27,N5
INE0L6808037,NSE:AAFS34,22927,AAFS34,N2
INE0PT501018,NSE:PLATIND,22930,PLATIND,EQ
INE0R6C01012,NSE:PURVFLEXI,22938,PURVFLEXI,SM
INE0J7Q07249,NSE:755DDL39,22944,755DDL39,N0
INE777F01014,NSE:EXICOM,22950,EXICOM,BE
INF204K01DD6,NSE:RMFINMRDR2,22955,RMFINMRDR2,MF
INF204K01DB0,NSE:RMFINMRGG2,22961,RMFINMRGG2,MF
INE087M08134,NSE:925BCIL28,22962,925BCIL28,N0
INE087M08126,NSE:925BCIPL28,22964,925BCIPL28,N1
INE115A07QO2,NSE:7835LIC27,22971,7835LIC27,N1
INE0SGC01015,NSE:MVKAGRO,22976,MVKAGRO,SM
INE0CG401037,NSE:MUKKA,22980,MUKKA,EQ
IN2520230102,NSE:74MZ39,22985,74MZ39,SG
IN1320230239,NSE:74BR39,22986,74BR39,SG
IN2920230488,NSE:74RJ42,22987,74RJ42,SG
IN4520230447,NSE:738TS43,22988,738TS43,SG
IN3420230259,NSE:74WB44,22989,74WB44,SG
IN3120230450,NSE:74TN34,22990,74TN34,SG
IN1220230214,NSE:742AS34,22991,742AS34,SG
IN2220230279,NSE:74MH35,22992,74MH35,SG
IN1920230290,NSE:742KA35,22993,742KA35,SG
IN1620230392,NSE:742HR35,22994,742HR35,SG
IN2220230287,NSE:74MH36,22995,74MH36,SG
IN1920230308,NSE:741KA36,22996,741KA36,SG
IN4920230252,NSE:74JK44,22997,74JK44,SG
INF204K01DL9,NSE:NMFINQIDP1,22998,NMFINQIDP1,MF
IN4520230454,NSE:738TS49,22999,738TS49,SG
IN3120230468,NSE:738TN54,23000,738TN54,SG
IN002023Y516,NSE:182D050924,23003,182D050924,TB
IN002023Z521,NSE:364D060325,23005,364D060325,TB
INE202E08177,NSE:753IRED34,23006,753IRED34,NA
INE535H07CF4,NSE:83044SMF29,23009,83044SMF29,N3
INE121A07RX9,NSE:860CIFC29,23012,860CIFC29,NQ
INE516Y07501,NSE:PCHTBILL25,23015,PCHTBILL25,NC
INF204K01DI5,NSE:NMFINQRDP1,23016,NMFINQRDP1,MF
INE0QQM01017,NSE:VR,23018,VR,SM
INE413U08127,NSE:1077IIFL30,23024,1077IIFL30,N7
INE572G01025,NSE:LANCORHOL,23027,LANCORHOL,EQ
INE087M08118,NSE:950BCIPL28,23034,950BCIPL28,N2
INE0NHL23019,NSE:BHINVIT,23036,BHINVIT,IV
INE238A08492,NSE:764ABL34,23041,764ABL34,N0
INE0NQ801033,NSE:RKSWAMY,23043,RKSWAMY,EQ
INE757O07049,NSE:1175PPPL27,23048,1175PPPL27,N0
INE514E08GC2,NSE:740EXIM29,23050,740EXIM29,N1
INE0Q6H01012,NSE:SONAMAC,23052,SONAMAC,SM
INE0MB501011,NSE:JGCHEM,23056,JGCHEM,EQ
INE752E08734,NSE:735PGCIL34,23061,735PGCIL34,N1
INE557F08FV0,NSE:778NHB27,23063,778NHB27,NA
INE0L9R01028,NSE:GOPAL,23066,GOPAL,EQ
INE0S4Y01010,NSE:SHREEKARNI,23077,SHREEKARNI,ST
IN3520230233,NSE:738CG32,23078,738CG32,SG
IN3520230241,NSE:739CG33,23079,739CG33,SG
IN3520230258,NSE:738CG34,23080,738CG34,SG
IN1720230128,NSE:739HP34,23081,739HP34,SG
IN2920230496,NSE:737RJ34A,23082,737RJ34A,SG
IN1920230316,NSE:736KA34,23083,736KA34,SG
IN1120230033,NSE:741AR34,23084,741AR34,SG
IN2020230222,NSE:739KL34,23085,739KL34,SG
IN3320230284,NSE:738UP34,23086,738UP34,SG
IN1620230400,NSE:738HR35,23087,738HR35,SG
IN3820230040,NSE:729PY26,23088,729PY26,SG
IN3320230292,NSE:738UP36,23089,738UP36,SG
IN1720230136,NSE:741HP36,23090,741HP36,SG
IN1920230324,NSE:737KA37,23091,737KA37,SG
IN1920230332,NSE:737KA38A,23092,737KA38A,SG
IN3820230057,NSE:738PY38,23093,738PY38,SG
IN1320230247,NSE:739BR39,23095,739BR39,SG
IN4520230462,NSE:737TS41,23096,737TS41,SG
IN3420230267,NSE:739WB42,23098,739WB42,SG
IN2020230230,NSE:738KL44,23099,738KL44,SG
IN3420230275,NSE:739WB44,23100,739WB44,SG
IN2920230504,NSE:737RJ45,23101,737RJ45,SG
IN4920230260,NSE:736JK49,23102,736JK49,SG
IN4520230470,NSE:736TS50,23103,736TS50,SG
IN2020230248,NSE:736KL54,23104,736KL54,SG
IN3120230476,NSE:736TN54,23105,736TN54,SG
IN002023Y524,NSE:182D120924,23107,182D120924,TB
IN002023Z539,NSE:364D130325,23108,364D130325,TB
INE134E08MZ8,NSE:755PFC27,23109,755PFC27,NA
INE387I07013,NSE:18MVL27,23111,18MVL27,N0
INE0QA601016,NSE:PRATHAM,23113,PRATHAM,SM
INE342T07478,NSE:10NFL25,23117,10NFL25,N9
INE342T07437,NSE:1040NFL26,23119,1040NFL26,NA
INE342T07452,NSE:1090NFL26,23121,1090NFL26,NB
