Date,Open,High,Low,Close,Volume,"('Date', '')","('Open', '^NSEI')","('High', '^NSEI')","('Low', '^NSEI')","('Close', '^NSEI')","('Volume', '^NSEI')","('Date', '').1","('Open', '^NSEI').1","('High', '^NSEI').1","('Low', '^NSEI').1","('Close', '^NSEI').1","('Volume', '^NSEI').1","('Date', '').2","('Open', '^NSEI').2","('High', '^NSEI').2","('Low', '^NSEI').2","('Close', '^NSEI').2","('Volume', '^NSEI').2","('Date', '').3","('Open', '^NSEI').3","('High', '^NSEI').3","('Low', '^NSEI').3","('Close', '^NSEI').3","('Volume', '^NSEI').3","('Date', '').4","('Open', '^NSEI').4","('High', '^NSEI').4","('Low', '^NSEI').4","('Close', '^NSEI').4","('Volume', '^NSEI').4","('Date', '').5","('Open', '^NSEI').5","('High', '^NSEI').5","('Low', '^NSEI').5","('Close', '^NSEI').5","('Volume', '^NSEI').5","('Date', '').6","('Open', '^NSEI').6","('High', '^NSEI').6","('Low', '^NSEI').6","('Close', '^NSEI').6","('Volume', '^NSEI').6","('Date', '').7","('Open', '^NSEI').7","('High', '^NSEI').7","('Low', '^NSEI').7","('Close', '^NSEI').7","('Volume', '^NSEI').7","('Date', '').8","('Open', '^NSEI').8","('High', '^NSEI').8","('Low', '^NSEI').8","('Close', '^NSEI').8","('Volume', '^NSEI').8","('Date', '').9","('Open', '^NSEI').9","('High', '^NSEI').9","('Low', '^NSEI').9","('Close', '^NSEI').9","('Volume', '^NSEI').9","('Date', '').10","('Open', '^NSEI').10","('High', '^NSEI').10","('Low', '^NSEI').10","('Close', '^NSEI').10","('Volume', '^NSEI').10","('Date', '').11","('Open', '^NSEI').11","('High', '^NSEI').11","('Low', '^NSEI').11","('Close', '^NSEI').11","('Volume', '^NSEI').11","('Date', '').12","('Open', '^NSEI').12","('High', '^NSEI').12","('Low', '^NSEI').12","('Close', '^NSEI').12","('Volume', '^NSEI').12","('Date', '').13","('Open', '^NSEI').13","('High', '^NSEI').13","('Low', '^NSEI').13","('Close', '^NSEI').13","('Volume', '^NSEI').13","('Date', '')","('Open', '^NSEI')","('High', '^NSEI')","('Low', '^NSEI')","('Close', '^NSEI')","('Volume', '^NSEI')"
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:01:00+00:00,23999.650390625,24004.69921875,23994.099609375,23998.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:02:00+00:00,23997.80078125,24012.150390625,23997.099609375,24002.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:03:00+00:00,24002.69921875,24005.69921875,23994.19921875,23995.80078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:04:00+00:00,23995.05078125,23995.94921875,23988.80078125,23991.19921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:05:00+00:00,23990.0,23990.349609375,23978.900390625,23986.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:06:00+00:00,23986.30078125,23992.44921875,23967.599609375,23979.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:07:00+00:00,23979.80078125,23979.80078125,23970.150390625,23976.599609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:08:00+00:00,23975.05078125,23987.0,23965.94921875,23968.44921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:09:00+00:00,23968.849609375,23968.849609375,23960.849609375,23967.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:10:00+00:00,23967.099609375,23979.05078125,23966.05078125,23973.44921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:11:00+00:00,23972.849609375,23974.0,23966.099609375,23968.849609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:12:00+00:00,23968.05078125,23970.80078125,23958.94921875,23962.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:13:00+00:00,23962.69921875,23967.25,23959.5,23960.849609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:14:00+00:00,23959.44921875,23962.0,23949.5,23958.44921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:15:00+00:00,23958.650390625,23964.05078125,23946.05078125,23946.900390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:16:00+00:00,23946.75,23950.849609375,23940.599609375,23941.55078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:17:00+00:00,23940.599609375,23950.349609375,23936.05078125,23939.05078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:18:00+00:00,23939.05078125,23950.400390625,23938.75,23950.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:19:00+00:00,23950.25,23950.25,23934.400390625,23938.19921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:20:00+00:00,23938.650390625,23945.650390625,23938.099609375,23943.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:21:00+00:00,23943.349609375,23948.900390625,23940.05078125,23943.650390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:22:00+00:00,23944.099609375,23944.099609375,23930.599609375,23932.69921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:23:00+00:00,23932.900390625,23959.75,23932.900390625,23952.69921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:24:00+00:00,23952.349609375,23966.150390625,23952.0,23953.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:25:00+00:00,23953.849609375,23971.849609375,23953.349609375,23971.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:26:00+00:00,23971.94921875,23998.150390625,23971.94921875,23995.349609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:27:00+00:00,23996.150390625,24016.900390625,23993.55078125,24014.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:28:00+00:00,24014.099609375,24014.099609375,24000.30078125,24004.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:29:00+00:00,24004.099609375,24006.349609375,23997.19921875,23998.599609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:30:00+00:00,23998.599609375,24005.099609375,23991.599609375,23992.099609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:31:00+00:00,23991.55078125,23996.599609375,23974.30078125,23975.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:32:00+00:00,23976.05078125,23986.94921875,23975.400390625,23982.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:33:00+00:00,23982.150390625,23998.400390625,23978.0,23993.44921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:34:00+00:00,23993.599609375,23997.599609375,23989.25,23990.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:35:00+00:00,23989.099609375,23994.94921875,23983.150390625,23983.19921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:36:00+00:00,23983.650390625,23993.25,23974.349609375,23975.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:37:00+00:00,23974.75,23979.099609375,23967.94921875,23967.94921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:38:00+00:00,23967.849609375,23971.25,23965.849609375,23969.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:39:00+00:00,23969.55078125,23980.650390625,23969.55078125,23980.650390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:40:00+00:00,23981.05078125,23986.25,23973.80078125,23977.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:41:00+00:00,23977.349609375,23979.849609375,23969.349609375,23979.55078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:42:00+00:00,23978.400390625,23982.69921875,23977.75,23980.55078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:43:00+00:00,23979.80078125,23988.5,23979.650390625,23986.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:44:00+00:00,23985.150390625,23985.400390625,23969.69921875,23969.69921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:45:00+00:00,23969.94921875,23970.0,23951.349609375,23958.69921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:46:00+00:00,23958.599609375,23968.94921875,23958.099609375,23961.44921875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:47:00+00:00,23961.900390625,23968.19921875,23958.099609375,23967.400390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:48:00+00:00,23967.75,23968.94921875,23960.650390625,23960.650390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:49:00+00:00,23960.25,23960.400390625,23946.94921875,23951.599609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:50:00+00:00,23952.650390625,23964.150390625,23952.650390625,23963.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:51:00+00:00,23963.05078125,23967.349609375,23960.55078125,23964.900390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:52:00+00:00,23964.150390625,23965.349609375,23954.69921875,23955.849609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:53:00+00:00,23956.650390625,23965.0,23955.75,23961.80078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:54:00+00:00,23960.69921875,23970.5,23960.5,23969.400390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:55:00+00:00,23969.69921875,23977.099609375,23968.599609375,23974.349609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:56:00+00:00,23974.94921875,23981.05078125,23974.30078125,23980.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:57:00+00:00,23980.900390625,24012.25,23980.900390625,24009.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:58:00+00:00,24007.349609375,24036.30078125,24005.099609375,24029.30078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 04:59:00+00:00,24028.94921875,24030.099609375,24016.650390625,24022.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:00:00+00:00,24022.900390625,24026.099609375,24013.349609375,24014.150390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:01:00+00:00,24014.849609375,24020.80078125,24012.75,24012.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:02:00+00:00,24012.0,24015.44921875,23997.75,23998.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:03:00+00:00,23999.099609375,23999.19921875,23973.75,23979.55078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:04:00+00:00,23982.44921875,23984.0,23965.94921875,23974.900390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:05:00+00:00,23974.900390625,23974.900390625,23950.25,23958.599609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:06:00+00:00,23958.400390625,23975.400390625,23958.099609375,23970.900390625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:07:00+00:00,23970.599609375,23974.25,23966.650390625,23970.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:08:00+00:00,23970.099609375,23970.900390625,23943.69921875,23948.05078125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05 05:09:00+00:00,23947.400390625,23957.80078125,23938.849609375,23953.599609375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
